Numeraire,NMR,https://coinmarketcap.com/currencies/numeraire,$23.88
Band Protocol,BAND,https://coinmarketcap.com/currencies/band-protocol,$4.08
Avalanche,AVAX,https://coinmarketcap.com/currencies/avalanche,$3.36
Velas,VLX,https://coinmarketcap.com/currencies/velas,$0.038886
MonaCoin,MONA,https://coinmarketcap.com/currencies/monacoin,$1.23
Ravencoin,RVN,https://coinmarketcap.com/currencies/ravencoin,$0.010764
Bitcoin Diamond,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond,$0.422521
Golem,GNT,https://coinmarketcap.com/currencies/golem-network-tokens,$0.074243
Orchid,OXT,https://coinmarketcap.com/currencies/orchid,$0.202127
Holo,HOT,https://coinmarketcap.com/currencies/holo,$0.000443
